loss,val_loss
0.01841070130467415,0.004419803619384766
0.003485811175778508,0.002796341199427843
0.002537472639232874,0.0024953235406428576
0.0021297975908964872,0.0019167871214449406
0.0019109664717689157,0.0016710235504433513
0.001788281835615635,0.0015936191193759441
0.001696033519692719,0.0016143843531608582
0.001623832038603723,0.0019287753384560347
0.0015847086906433105,0.0014536217786371708
0.0015329224988818169,0.0015920939622446895
0.0015052787493914366,0.0015261557418853045
0.0014804330421611667,0.001379683380946517
0.0014451229944825172,0.0013456143205985427
0.0014306341763585806,0.0016363076865673065
0.001409231568686664,0.0013149374863132834
0.0013806915376335382,0.001345780212432146
0.0013557345373556018,0.001847812905907631
0.001353741274215281,0.0016372220125049353
0.001330534229055047,0.0011899262899532914
0.001320594921708107,0.0012668150011450052
0.0012951954267919064,0.0015240462962538004
0.0012796525843441486,0.0023467482533305883
0.0012780275428667665,0.0012675722828134894
0.001250885659828782,0.001078314846381545
0.001248753978870809,0.0012123145861551166
0.0012288690777495503,0.0012339826207607985
0.0012243262026458979,0.0010907804826274514
0.0012094975681975484,0.001107076765038073
0.0011978705879300833,0.0012796493247151375
0.0012016750406473875,0.0011513505596667528
0.0011974185472354293,0.0012607858516275883
0.0011801996733993292,0.0012674981262534857
0.0011790958233177662,0.001378890941850841
0.0011763226939365268,0.0012755397474393249
0.0011535735102370381,0.0010313426610082388
0.0011458270018920302,0.0011788185220211744
0.0011389227584004402,0.0010092656593769789
0.0011416729539632797,0.0011198858264833689
0.0011330374982208014,0.0009847540641203523
0.0011252849362790585,0.0011057965457439423
0.0011221003951504827,0.000984605634585023
0.0011126530589535832,0.0010312088998034596
0.0011031164322048426,0.0010764383478090167
0.0011055743088945746,0.0011190472869202495
0.0010904095834121108,0.0010091804433614016
0.0010906305396929383,0.0018567107617855072
0.001078382832929492,0.0011638752184808254
0.0010908100521191955,0.0009157477761618793
0.0010842143092304468,0.0009190842974931002
0.0010837212903425097,0.0011103235883638263
0.0010588271543383598,0.0009573515271767974
0.001070228754542768,0.0009378456161357462
0.0010599950328469276,0.0011456528445705771
0.0010593457845970988,0.001079090405255556
0.001045447657816112,0.0009147977689281106
0.001065424527041614,0.0010072893928736448
0.001043975935317576,0.0010056132450699806
0.0010401720646768808,0.001027366379275918
0.0010324708418920636,0.0009902570163831115
0.001025604666210711,0.0009141776827163994
0.00103214371483773,0.0009045469923876226
0.00103753840085119,0.0010264618322253227
0.0010288032935932279,0.0010251890635117888
0.0010300286812707782,0.0012340001994743943
0.0010166021529585123,0.0015016666147857904
0.0010120230726897717,0.0010458624456077814
0.0010107193375006318,0.000944870465900749
0.0010170937748625875,0.0010526918340474367
0.001001570257358253,0.0009208307019434869
0.00101057521533221,0.000935390533413738
0.001004682038910687,0.0018789843888953328
0.0009915699483826756,0.0008497405797243118
0.0009837273973971605,0.0008317327592521906
0.0009773290948942304,0.0009477823041379452
0.0009937408613041043,0.0012233674060553312
0.0009845946915447712,0.0009887804044410586
0.0009763689595274627,0.0011052059708163142
0.0009767786832526326,0.0008573072263970971
0.0009644841775298119,0.0009771634358912706
0.0009693430038169026,0.0008239576709456742
0.0009854806121438742,0.0008643301553092897
0.0009632642613723874,0.0008833788451738656
0.0009614540613256395,0.0010237640235573053
0.0009587380336597562,0.0008275971049442887
0.0009481418528594077,0.0014141841093078256
0.0009598893229849637,0.0009906955529004335
0.0009478452266193926,0.001042641932144761
0.0009507383219897747,0.0008473144262097776
0.0009563631610944867,0.0012548009399324656
0.0009448994533158839,0.001254178350791335
0.0009429490892216563,0.0013894743751734495
0.0009352886117994785,0.0009127630619332194
0.0009431909420527518,0.0008169537177309394
0.0009386402671225369,0.0008513208013027906
0.0009407561738044024,0.0008183747995644808
0.0009294829796999693,0.0008283123606815934
0.0009289108566008508,0.0009085081983357668
0.0009304640698246658,0.0008251509279944003
0.0009190540877170861,0.0009575553121976554
0.0009132359991781414,0.0009370438638143241
0.000921292812563479,0.0009342028643004596
0.0009216260514222085,0.0008353865123353899
0.0009139406029134989,0.0008325446397066116
0.0009118695161305368,0.0007878911565057933
0.0009105509961955249,0.000946174084674567
0.0009118682937696576,0.0008458808297291398
0.0009073422406800091,0.0008880464010871947
0.0008997404365800321,0.0009250822477042675
0.0009028351632878184,0.0008297924068756402
0.0008990055066533387,0.0008195305126719177
0.0009026388288475573,0.0007777525461278856
0.0009047152707353234,0.0008305513183586299
0.0008902186527848244,0.0009926575003191829
0.0009020670549944043,0.0007584713748656213
0.0008867261349223554,0.000936127791646868
0.000901981838978827,0.0008129206253215671
0.0009006096515804529,0.0008291316917166114
0.0008888099109753966,0.0011015835916623473
0.0008877234067767859,0.0010336406994611025
0.0008909176685847342,0.000809436256531626
0.0008814125903882086,0.0008019340457394719
0.0008833532920107245,0.0009133833809755743
0.0008824350661598146,0.00106557656545192
0.0008776959730312228,0.0007629066240042448
0.000873563636559993,0.0007609619642607868
0.0008743652142584324,0.0009040638105943799
0.0008671630057506263,0.0008419520454481244
0.0008693502750247717,0.001029685139656067
0.0008668996160849929,0.00125614064745605
0.0008701746119186282,0.0008944409200921655
0.0008622647728770971,0.0008144384482875466
0.0008649626979604363,0.0010192685294896364
0.0008630866068415344,0.0008170352084562182
0.0008696719305589795,0.0008008804870769382
0.0008637799764983356,0.0008050192263908684
0.0008649206720292568,0.0008054478676058352
0.0008536583627574146,0.0010922857327386737
0.0008486719452776015,0.0011132125509902835
0.000850739364977926,0.0007455238373950124
0.0008548633777536452,0.0006917610298842192
0.000851325923576951,0.0008145638275891542
0.000845378206577152,0.0009098941227421165
0.0008480160031467676,0.0007952770101837814
0.0008558181580156088,0.0008006709977053106
0.0008432960021309555,0.0009167692624032497
0.000840695109218359,0.0007520471699535847
0.000851475924719125,0.0007257155375555158
0.0008406457491219044,0.000943083199672401
0.0008380629005841911,0.0007266051252372563
0.000836771447211504,0.0008451864123344421
0.0008375011966563761,0.0011302485363557935
0.0008316924795508385,0.0008176486007869244
0.0008372083539143205,0.0008407823042944074
0.0008294113213196397,0.0007412746199406683
0.0008324778755195439,0.0011190761579200625
0.0008353772573173046,0.0008719271281734109
0.0008487377199344337,0.0008918861276470125
0.0008324948139488697,0.0007880009361542761
0.0008290585246868432,0.0006981078186072409
0.00082242744974792,0.000980761251412332
0.0008280714391730726,0.0008049398893490434
0.0008266384247690439,0.0007374369888566434
0.0008214612607844174,0.0011305375955998898
0.0008292588172480464,0.0008880926761776209
0.0008326437091454864,0.0007542910752817988
0.0008205631165765226,0.001279548043385148
0.0008296134183183312,0.0008713057031854987
0.0008205376216210425,0.0007339491858147085
0.000821984838694334,0.0008205572376027703
0.0008191921515390277,0.0007100739167071879
0.0008211199892684817,0.000698226795066148
0.000824924383778125,0.0006960305036045611
0.0008151838555932045,0.0007728911587037146
0.000823922106064856,0.001109529403038323
0.0008164538303390145,0.0007010787958279252
0.0008151540532708168,0.0009345669532194734
0.0008118831901811063,0.0008059456013143063
0.0008089131442829967,0.0007640718249604106
0.0008177314884960651,0.0011257559526711702
0.0008161242003552616,0.0007163324044086039
0.0008131657377816737,0.0008152154623530805
0.0008105242741294205,0.0007058916962705553
0.0008158771670423448,0.0006616011960431933
0.0008075652294792235,0.0010570435551926494
0.0008117984980344772,0.0007237853133119643
0.0008177306153811514,0.0015266737900674343
0.0008036793442443013,0.0008939928375184536
0.0008134949021041393,0.0008606360061094165
0.0008115348755382001,0.0007205917499959469
0.0008075740188360214,0.0007250347989611328
0.0008007814758457243,0.0009364084107801318
0.0008092523203231394,0.0006919478764757514
0.0007966239936649799,0.0007036050665192306
0.0008001683163456619,0.0007607915322296321
0.0007969682919792831,0.0007744044414721429
0.000804545299615711,0.0007203581044450402
0.0007992524770088494,0.0006907160859555006
0.0008004054543562233,0.0007582168327644467
0.0008057802333496511,0.0007609822787344456
0.0007947235717438161,0.0008497607195749879
